"Make","Model","Year","EngineFuelType","EngineHP","EngineCylinders","TransmissionType","DrivenWheels","NumberOfDoors","MarketCategory","VehicleSize","VehicleStyle","HighwayMPG","CityMPG","Popularity","MSRP","Crossover","Diesel","Exotic","Luxury","HighPerformance","FactoryTuner","Performance","FlexFuel","Hatchback","Hybrid","N_A"
"Porsche","911",2016,"premium unleaded (required)",500,6,"AUTOMATED_MANUAL","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","Coupe",20,14,1715,175900,"No","No","No","Yes","Yes","Yes","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",540,6,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",29,20,1715,159200,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,19,1715,108600,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",580,6,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Convertible",28,20,1715,200400,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",420,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Convertible",28,20,1715,115700,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",420,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,20,1715,110300,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",420,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,20,1715,122600,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",420,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,20,1715,103400,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",29,20,1715,96300,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Convertible",29,20,1715,101700,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",540,6,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Convertible",29,20,1715,171500,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",580,6,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Coupe",28,20,1715,188100,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Convertible",29,20,1715,108600,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",420,6,"MANUAL","all wheel drive",2,"Luxury,High-Performance","Compact","Convertible",28,20,1715,122600,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","911",2017,"premium unleaded (required)",370,6,"MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","Coupe",29,20,1715,89400,"No","No","No","Yes","Yes","No","No","No","No","No","No"
"Porsche","928",1993,"regular unleaded",345,8,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",17,11,1715,6294,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"Porsche","928",1994,"regular unleaded",345,8,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",17,11,1715,7419,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"Porsche","928",1995,"regular unleaded",345,8,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",17,11,1715,9400,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"Mazda","929",1993,"regular unleaded",195,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,17,586,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Mazda","929",1994,"regular unleaded",193,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,17,586,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Mazda","929",1995,"regular unleaded",193,6,"AUTOMATIC","rear wheel drive",4,"N/A","Midsize","Sedan",22,17,586,2000,"No","No","No","No","No","No","No","No","No","No","Yes"
"Volvo","940",1993,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",25,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1993,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",25,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1993,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1993,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",25,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1993,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",25,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1993,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1994,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1994,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1994,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1994,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",22,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","940",1995,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,17,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Porsche","944",1990,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",24,15,1715,2667,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"Porsche","944",1990,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,3083,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","944",1991,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,3578,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","944",1991,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",24,15,1715,3047,"No","No","No","Yes","No","No","Yes","No","Yes","No","No"
"Volvo","960",1995,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,15,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","960",1995,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,15,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","960",1996,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,16,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","960",1996,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","960",1997,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Volvo","960",1997,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,16,870,2000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Porsche","968",1993,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,4651,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","968",1993,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,3839,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","968",1994,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,4191,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","968",1994,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,4878,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,4723,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,5576,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A3",2015,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,35150,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,32600,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,33200,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,44050,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,29900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,41650,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,38150,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,35750,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,41050,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,47050,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,38350,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,35600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,38600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,41150,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,32450,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,34200,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,39600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,37700,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,33200,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,43050,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,39300,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,36600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,39750,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,45450,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,48450,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,36700,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,34400,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,35900,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,43100,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,36900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,33600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,30900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,40100,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,42300,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2016,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,42050,"No","Yes","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,43150,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,40150,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,37450,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,37600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,34450,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,40300,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,49250,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,43550,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,31200,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,40850,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,46550,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,34200,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,3105,51400,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,3105,44000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,3105,47000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,45000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,39700,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,43800,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",32,24,3105,35500,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,38500,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",32,24,3105,37600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,36400,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",32,24,3105,42900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,37600,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,37000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,38000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,38000,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,35900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,40100,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,39100,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",33,25,3105,37300,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",190,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",37,27,3105,34900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,24,3105,48000,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,24,3105,43200,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",33,25,3105,41100,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",33,25,3105,45900,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,24,3105,39400,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",190,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",37,27,3105,38700,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",190,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",37,27,3105,37850,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,24,3105,42350,"No","No","No","Yes","No","No","Yes","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Coupe",31,22,3105,43800,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Coupe",31,22,3105,41500,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",29,21,3105,47900,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",29,21,3105,50200,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",2,"Luxury","Midsize","Coupe",32,22,3105,40500,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",2,"Luxury","Midsize","Coupe",32,22,3105,42800,"No","No","No","Yes","No","No","No","No","No","No","No"
"Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"MANUAL","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Coupe",32,23,3105,41200,"No","No","No","Yes","No","No","No","Yes","No","No","No"
"Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"AUTOMATIC","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Convertible",21,15,3105,48600,"No","No","No","Yes","No","No","No","Yes","No","No","No"
"Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"AUTOMATIC","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Coupe",22,15,3105,42200,"No","No","No","Yes","No","No","No","Yes","No","No","No"
"Audi","A6",2015,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",38,24,3105,58700,"No","Yes","No","Yes","No","No","No","No","No","No","No"
